pagination,pagination-href,body,Stars
"34","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&sortBy=recent","Love it!","5.0 out of 5 stars"
"17","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&sortBy=recent","I have had this for a couple of months now. It freezes all the time. Most of the apps on this phone is a mess. I had to call my network service  provider several times blaming it on them, only to released it the phone. Most recommended solution is to turn the Phone off and on. It sucks imagine you are in the middle of an important issue. Though the price is okay , it doesn't worth buying it. I will advice you add a few dollars to buy something else.","2.0 out of 5 stars"
"60","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&pageNumber=60&sortBy=recent","Thats good","1.0 out of 5 stars"
"58","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&sortBy=recent","I am so glad I took the chance on purchasing this phone. This phone is way cheaper than if i were to go buy it in a t-mobile store. For the same price i would have almost been able to buy the smaller version of this phone. It exceeds my expectations and is a great option if you cant afford a newer galaxy S phone. Those negative comments are from people who have owned high end phone and are comparing it to a ""get it done"" phone.

Worth the buy.","5.0 out of 5 stars"
"5","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&sortBy=recent","I really luke it but the appel m6 file is unable to move downloaded music fromage the internal to the externalisation storage eucharistie almost samsung do.","4.0 out of 5 stars"
"80","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_80?ie=UTF8&pageNumber=80&sortBy=recent","Good phone Great price","4.0 out of 5 stars"
"58","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&sortBy=recent","Value for money! Great user friendly phone!","5.0 out of 5 stars"
"17","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&sortBy=recent","Hi the phone is 4g","3.0 out of 5 stars"
"28","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&sortBy=recent","Came super fast. I love it!","5.0 out of 5 stars"
"93","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&sortBy=recent","I purchased this phone because I was looking for the dual sim-capacity. I was getting tired of carrying around two handsets, one for personal and one for business. AT&T is my wireless provider and I took the three handsets to the store and they got the two sim cards installed and activated in the new handset pretty quickly.

I had to install custom ring tones to distinguish the two lines because the visual cues are too subtle and I haven't figured out how to change that.

For my personal line I was converting from iPhone to android, so I tried to follow instructions I found online to transfer my pictures, contacts, and text conversations from the iPhone to the new device. However, somewhere in the process things quit working and I had to perform a factory reset. Following the factory reset at after about two weeks of moderate use, I haven't even finished acquiring all the apps I use, it became slow and glitchy. I have to restart the phone at least once a day. I hope the OTA Lollipop update comes soon and fixes these problems; after the earlier glitch I am reluctant to root the phone and perform the update manually.

After several months of use I consider the phone call quality to be pretty terrible. I don't know how much of that is attributable to the handset and the network, but every conversation involves asking people to repeat themselves because of garbled interference from the network/device. I've only used the device in the lower 48 states and it's ability to detect signals is hit or miss. Sometimes one sim card will have no bars but the other will have four bars. It's the same provider for both sim cards so I'm inclined to say that is a handset issue rather than a network issue.","3.0 out of 5 stars"
"","","Why don't I like it?  Because every day it goes dead and I have to pry the back off, take out the battery, wait for a few seconds, and then reinsert it and reboot the phone.  I have missed I don't know how many calls when it goes out to lunch like this.  I have a colleague who is having the EXACT same problem with her Samsung phone, which is a twin of mine.  Change the battery?  I have, twice, both times purchasing an OEM battery, and still experiencing the same issue.  It's maddening when my phone ""dies"" and I don't even know about it!!!!!  I used to think Samsung was a pretty good phone - this is my second - but NO MORE SAMSUNG ANYTHING IN MY HOME!!!!!","2.0 out of 5 stars"
"40","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&sortBy=recent","Took it in to get activated. Per AT&T,  it is a 2G phone. They were unable to manually reconfigure it. 2G is no longer supported in Denver where we live. Per description, this phone was supposed to be a 3G.","1.0 out of 5 stars"
"92","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&sortBy=recent","Worked fine","5.0 out of 5 stars"
"46","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&sortBy=recent","Great Value, I use it for my kids, one is 15, one is 9, they are happy and so are my wife and I","5.0 out of 5 stars"
"55","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&sortBy=recent","Great Phone!","5.0 out of 5 stars"
"84","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&sortBy=recent","Got in perfect state and its working great, thank you so much!!","5.0 out of 5 stars"
"22","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&sortBy=recent","Work great bought it for straight talk service","5.0 out of 5 stars"
"72","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&sortBy=recent","I love the phone, love everything!!! My third day with it an I'm still very happy.","5.0 out of 5 stars"
"58","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&sortBy=recent","I""M EXPECTING MINE BY SEPTEMBER 28.....JUST BY SEEING THE REVIEWS AND COMMENTS I DECIDED TO MARKED FIVE STARS TO THIS PHONE SAMSUNG GALAXY GRAND PRIME"""" FOR ME IS VERY IMPORTANT BEFORE TO BUY ELECTRONICS, I CHECKED FIRST THE ITEM THAT I WILL BUY AND DEPENDING WHAT RATES DOES IT HAS I GO FOR IT.....SO BY SEEING THE COMMENTS OF THIS AMAZON.COM STORE.....I SAY IT WORHT IT........YES IT HAS GREAT GOOOD DEALS IN THIS STORE.....THIS IS MY SECOND ITEM THAT I BOUHGT TO AMAZON.COM AND IM VERY GREATFUL.....","5.0 out of 5 stars"
"21","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&sortBy=recent","Very nice!!!","5.0 out of 5 stars"
"32","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&sortBy=recent","The phone is having issues the date is wrong the time is wrong its not working right we were wondering if we can return it","3.0 out of 5 stars"
"22","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&sortBy=recent","Excellent phone for the money, I bought this for my daughter who lost her S4 and this more than replace that. I don't use it so I can't really get into details but the S4 was a hand-me-down from me and the specs on this phone were all better and she's happy so that all so matters.","5.0 out of 5 stars"
"61","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&pageNumber=61&sortBy=recent","very good","5.0 out of 5 stars"
"69","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&sortBy=recent","Excellent smartphone is everything I was wishing for. Great camera, quick phone. Works perfectly in Mexico with two sims. The golden color is just beautiful.","5.0 out of 5 stars"
"93","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&sortBy=recent","hello pls tell me whats sim operator lock help me","5.0 out of 5 stars"
"36","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","It was a very great phone but sadly it was stolen from my boyfriend but the phone was really good, good shipping, good packaging and it worked great. Sadly the data didnt work even with the mobile data able but I think that was the company and the fact that we had problem transferring the stuff over","5.0 out of 5 stars"
"9","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&sortBy=recent","Good phone, it works great  with international carriers.","5.0 out of 5 stars"
"35","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&sortBy=recent","this has to be the worst phone i have ever owned. My unit is defective and neither Samsung nor Deltamobiles will fix or replace my phone. the camera quality is awful (pictures are blurry and the colors look washed out) I paid $150 for a brick essentially and there is nothing I can do about it. the phone lags any time I need it and it hangs for 10 minutes just for what ever app I was trying to open fails and crashes. sometimes I need to take the battery out just to get the phone to work. this has to be one of the worst experiences with an electronic device bought on Amazon to date, with relation to customer service and hardware failure.","1.0 out of 5 stars"
"44","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&sortBy=recent","It was a great phone at first but then I downloaded apps and now the phone is super slow and it always freezes.  From time to time  my default keyboard won't pop up when I need to type.  My charger is so  weird looking I'm guessing because it's an international phone but it won't even stay in any of my wall outlets.  Also my Bluetooth doesn't work either.  It's very fustrating. I can't even return it because I missed the 30 day return a week or two ago.","2.0 out of 5 stars"
"20","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&sortBy=recent","Love this phone - works well, takes great pictures. Only down side is it is very touch sensitive and I have sent out several accidental pocket texts...lol","5.0 out of 5 stars"
"70","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&sortBy=recent","Had I known there is no warranty I would not have purchased this model.  It does work well but the international plug is a nuisance.  For the price the product is simply OK.","3.0 out of 5 stars"
"50","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&sortBy=recent","As good as any high priced smart phone. I like it.","5.0 out of 5 stars"
"5","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&sortBy=recent","Awesome phone, very complete","5.0 out of 5 stars"
"59","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&pageNumber=59&sortBy=recent","Not expected a refurbished piece at all","1.0 out of 5 stars"
"41","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&sortBy=recent","Great item at a reasonable price, great delivery, great source I would recommend and or purchase items again.","5.0 out of 5 stars"
"79","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&sortBy=recent","This is a great phone, but somewhere in the buyer verified notes, I read that since it is unlocked, it WILL work with a VERIZON® SIM card.  I just spent 45 minutes on my house phone (VoiP Vonage®) with both a CSR, and a very helpful Technician.  After giving them the NAME  of this phone AND the IMEI number(s), they do NOT have this factory unlocked phone as one that is acceptable in their entire database.  Great phone, great price, not ""Verizon-able"", unless somebody was able to backdoor their way in.  I need a callphone.  There's a tower very close to us on top of an ancient volcanic cone in SW Central Oregon.  I will have to "" Piggyback"" , using another carrier.  So just be aware  Aside from that, this is a very good phone.  Question:  Is this smartphone known by any other name, like G5, G6, etc.?  One would not think so because of the price.","5.0 out of 5 stars"
"87","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_87?ie=UTF8&pageNumber=87&sortBy=recent","Very happy with this phone purchase. Looks and works great.","5.0 out of 5 stars"
"4","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&sortBy=recent","Perfect","5.0 out of 5 stars"
"78","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&pageNumber=78&sortBy=recent","Very fast shipment awesomeness","5.0 out of 5 stars"
"33","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&sortBy=recent","Love it camera works perfect.","5.0 out of 5 stars"
"75","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_75?ie=UTF8&pageNumber=75&sortBy=recent","A Bit Slow !!","3.0 out of 5 stars"
"22","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&sortBy=recent","Love it great battery long battery life.","5.0 out of 5 stars"
"35","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&sortBy=recent","Save your time and money and skip this purchase. This version of this phone is nothing like a ""normal"" Samsung Galaxy phone. Extremely slow! It really only makes phone calls. Also shipping was incredibly slow! Probably one of the most frustrating purchases I've made. Thankfully Amazon has an amazing return policy. Back it went!","1.0 out of 5 stars"
"83","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&sortBy=recent","Got exactly what I wanted.I was informed of my phone's location and it arrived on time .thank u","5.0 out of 5 stars"
"49","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&sortBy=recent","excellent product, I recommend it 100% responsible","5.0 out of 5 stars"
"26","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&sortBy=recent","It's not my phone size","1.0 out of 5 stars"
"48","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&pageNumber=48&sortBy=recent","Muy buen Producto","4.0 out of 5 stars"
"26","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&sortBy=recent","Very nice phone","5.0 out of 5 stars"
"92","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&sortBy=recent","It's amazing. I have nothing bad to say. The only little problem is that the camera doesn't want to focus, but when I take a selfie it's perfect. I've downloaded more than 15 apps and I still have memory for 15 more! XD This phone is brilliant. ♡","5.0 out of 5 stars"
"65","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&sortBy=recent","Phone sucks and has no storage. For the amount of money I paid for it, you would think it was a better phone.. Wouldn't recommend it to anyone","1.0 out of 5 stars"
"88","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&pageNumber=88&sortBy=recent","Beautiful phone! is perfect! all perfect with the seller thanks!","5.0 out of 5 stars"
"16","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&sortBy=recent","Yeah overall everyrhing was perfect sandly I had to return it since I won't work with my phone company, I'll recommend this phone and the seller to everyone","5.0 out of 5 stars"
"38","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&sortBy=recent","Great phone so far no way am I paying $900, or $600 for a phone I can buy a whole car for that or pay bills I've had it only for 2 weeks but great so far love it $100 at local phone store","5.0 out of 5 stars"
"74","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&sortBy=recent","I wasn't pleased","1.0 out of 5 stars"
"14","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","I really liked and timeliness of the Store.","5.0 out of 5 stars"
"78","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&pageNumber=78&sortBy=recent","Waste of money.","1.0 out of 5 stars"
"55","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&sortBy=recent","a++","5.0 out of 5 stars"
"35","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&sortBy=recent","I did not realize at the time of purchase that the phone had been giving people so many issues. I have had it for a few months and have gotten questionable use out of it, to say the least. At the time of purchase it sounded like a good phone, especially given that I cannot exactly afford the more expensive phones from Samsung. When I first got it, the phone worked like a charm, and was amazing. However, after having it a short while, I began to have major issues with freezing. When connected to the internet, it becomes extremely slow, and I often had to restart it by removing the battery. I also found out later that the ""8GB"" disk space your supposed to get is much closer to 5.5GB, which fills up very quick, contributing to the extensive lagging. I cannot return the phone, so I am going to get the most mileage I can out of it, and try to keep it offline as much as possible. It really is a shame that these issues make me dislike it as much as I do, since it does have a very nice screen resolution, two VERY nice cameras, and great speaker and call quality. It would make a great starter phone for your teen, but if you are one who uses your phone a lot, especially if it requires much internet, I would say keep shopping.","3.0 out of 5 stars"
"85","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&sortBy=recent","I loved the phone, could not get a single US company to activate it for me!","1.0 out of 5 stars"
"2","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&sortBy=recent","Good","5.0 out of 5 stars"
"53","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&pageNumber=53&sortBy=recent","Perfect for price range, extremely close to an S5 model. Worth the money. Not a super fast phone but not a slow one either.","5.0 out of 5 stars"
"40","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&sortBy=recent","The phone worked well immediately. Once I set up my local data access configuration it connected with the internet and worked flawlessly. It is slightly larger than  the S4 phone and is a preferable choice for men's hands. It's using a later version of Android than the S4 and is a bit more intuitive to use. There are no books published for this phone unfortunately.

The battery is 25% larger than the Core Prime and with careful use it only needs recharging every four or five days.
It's very nice to be able to get a phone this capable for less than $240.","5.0 out of 5 stars"
"57","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&pageNumber=57&sortBy=recent","The worst phone I have ever owned by far. It has the computing power of a flip phone from 2005. Do not expect to run more than one app at once because the phone can not handle it. The phone is slow, and freezes far too often for a brand new phone. Spend the extra money and get a real phone.","1.0 out of 5 stars"
"14","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","Purchased this in a hurry after I ran over my Samsung Galaxy Note last year. One drawback is lack of 4G LTE access as in the Note. But, phone has other features that offset that. Has FM radio, better battery life, faster camera access. All in all, a decent camera.","4.0 out of 5 stars"
"10","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&sortBy=recent","AWFULLL","2.0 out of 5 stars"
"69","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&sortBy=recent","Good price and works well like S5. Resolution is not as good as S5 otherwise looks the same.","5.0 out of 5 stars"
"45","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&sortBy=recent","Buy this phone and so incredible about a month each time the image freezes, I reboot several times a day. I have few applications , even have enough space in the device memory , I have a 16GB Micro SD and even this slow ?? It can not be ... I want my money or other phone.","2.0 out of 5 stars"
"74","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&sortBy=recent","Good phone but no great on camera . Battery was ok","4.0 out of 5 stars"
"84","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&sortBy=recent","love it","5.0 out of 5 stars"
"42","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&sortBy=recent","So far so good. Product is as described.","5.0 out of 5 stars"
"23","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&sortBy=recent","Despite not having a lot of review from tech websites or experts, I decided to take a leap of faith with this phone because I needed a dual SIM phone for travel outside USA. I used the phone for about a week prior to travel and got all the available software updates.

PROS:
1. Nice looking phone
2. Cheap- good value for money for a non-power user
3. Excellent battery life - Easily lasts all day with moderate to heavy use
4. Nice videos in good lighting - the only redeeming quality of the camera

CONS:
1. Slow with multi-tasking. Easily bogged down.
2. Camera - poor image quality in low light. Hit or miss in normal condition
3. Finicky cellular radio reception issues. For some reason, the phone will go into a sleep mode and drop all cellular connections at random. It will take 2-3 minutes for cellular reception to return.
4. Android Navigation buttons are not backlit.

Overall, a nice phone for the price but the trade offs are many.","3.0 out of 5 stars"
"31","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&sortBy=recent","Working well so far.","5.0 out of 5 stars"
"84","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&sortBy=recent","Not a good phone  it's freez all the time and waste of money","1.0 out of 5 stars"
"62","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&pageNumber=62&sortBy=recent","One of the best phone is ever had","5.0 out of 5 stars"
"91","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&sortBy=recent","After reading some of the reviews about what this phone was lacking, I was a little afraid to order it, but I must say it has exceeded my expectations. You can barely tell a difference between the color brightness of this phone and other Samsung  phones and it's surprisingly fast. Overall very good phone for the price.","5.0 out of 5 stars"
"42","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&sortBy=recent","Bought this phone for my wife and she loves it. I personally like the compact size and the fact that you can use two sim cards from different carriers in it. The only thing I didn't like was the fact that it didn't have S-Voice. Great price too.","4.0 out of 5 stars"
"19","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&sortBy=recent","It sucks it don't work it's seid compatible with straight talk it don't waiting  on a return slip now so it can be returned","1.0 out of 5 stars"
"58","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&sortBy=recent","Nice cell","5.0 out of 5 stars"
"25","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&sortBy=recent","I received an LG Phone charger with this order instead of a Samsung charger. The Phone was as expected.","3.0 out of 5 stars"
"58","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&sortBy=recent","Love this phone","5.0 out of 5 stars"
"38","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&sortBy=recent","First smart phone I ever used. Works great. Since I am on the edge of T-Mobil service area, it normally logs on the my WiFi server and I can use all the time I want for free.None of my minutes show up on my T-Mobile bill! Long battery life, sharp screen, nice size, what's not to like?","5.0 out of 5 stars"
