pagination,pagination-href,body,Stars
"100","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_100?ie=UTF8&pageNumber=100&sortBy=recent","Ugly  feo espantoso 👎","1.0 out of 5 stars"
"93","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&sortBy=recent","Thank god for the iPhone! My first iPhone was the 4S and I had it for a couple of years. I never had one single problem with it. Then I ended up getting the Galaxy Note II when it first hit the market. It was like climbing out of a Bentley and getting into a Volkswagen.

The fluidity of the overall function of the iPhone from navigating anywhere within the phone as well as its speed cannot be matched. When I went Android I lost all of that. True Apple lovers know what I'm talking about. The speed and fluidity of Apple products can't be touched! I was floored.

After 3 years of lugging around a phone I never cared to even really learn how to use, I got the iPhone 6 and never looked back. As a matter of fact, the only bad thing I can say about this phone is that I wanted black and ended up with a gray one. But that really doesn't matter!","5.0 out of 5 stars"
"34","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&sortBy=recent","ok","5.0 out of 5 stars"
"130","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&pageNumber=130&sortBy=recent","Great phone! 100% recommend it","5.0 out of 5 stars"
"131","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&sortBy=recent","Very Goood","5.0 out of 5 stars"
"67","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&pageNumber=67&sortBy=recent","Everything about the phone seemed fine at first inspection the exterior was brand new. However, the audio function was a problem from the first call I made. It was impossible to hear the caller nor could I speak to the caller. This was true in the both iPhone and speaker function. Because of the audio issue, the phone is unable to record voice messages or shoot videos with any audio recorded. Additionally, the iPhone 6 has also shut down on its own several times without any prompting. You can imagine my frustration when I'm unable to hear or speak to my friends, family and business associates.

I've tried to reboot/restart the iPhone a few times. I've also reset and restored the phone and it doesn't seem to remedy the situation.","1.0 out of 5 stars"
"14","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","Love my iPhone 6!! Arrived on time according to the promised 2 day free delivery and it's exactly what I wanted in perfect working order!! Thrilled!","5.0 out of 5 stars"
"84","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&sortBy=recent","Perfect","5.0 out of 5 stars"
"4","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&sortBy=recent","Amazing! Its a beautifull cellphone","4.0 out of 5 stars"
"132","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_132?ie=UTF8&pageNumber=132&sortBy=recent","Excellent","5.0 out of 5 stars"
"110","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_110?ie=UTF8&pageNumber=110&sortBy=recent","Works great! Awesome buy","5.0 out of 5 stars"
"21","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&sortBy=recent","So far I love it l. I just received it yesterday and it's great. The battery life is excellent. The phone itself is brand new. Came in the apple box with charger, box, and earphones. Good investment!","4.0 out of 5 stars"
"114","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_114?ie=UTF8&pageNumber=114&sortBy=recent","I bought this phone when I decided to switch from Samsung. I love my new phone, it's so sleek and effortless. Everything is just smooth, from the look to the way it runs. I still like Samsung but I'm happy I tried something different.","5.0 out of 5 stars"
"125","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_125?ie=UTF8&pageNumber=125&sortBy=recent","I love this phone","5.0 out of 5 stars"
"90","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&sortBy=recent","I like it","4.0 out of 5 stars"
"41","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&sortBy=recent","I'm happy with my new phone.","5.0 out of 5 stars"
"131","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&sortBy=recent","I bought a golden 6 iphone, unlocked on 16 December and brought to Brazil because I live here.
Arriving had the unfortunate surprise to discover that it is LOCKED.
Do not understand what happened because the specifications of the product and according to the almost $ 800 price was clear that this was an unlocked product.

Now I have a cell blocked by AT & T operator, which does not work here in Brazil.

I paid $ 800 for an unlocked cell phone while a locked cost me only 200.

To unlock my phone here in Brazil I have to pay a fee, but I know of no reliable place to make it unlocked.

I am very upset and dissatisfied with the product.","1.0 out of 5 stars"
"125","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_125?ie=UTF8&pageNumber=125&sortBy=recent","Exelente","5.0 out of 5 stars"
"134","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&pageNumber=134&sortBy=recent","Yeahh","5.0 out of 5 stars"
"112","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_112?ie=UTF8&pageNumber=112&sortBy=recent","The phone is in good condition. I like it very much. If I need another phone, I will choose this agent again.","5.0 out of 5 stars"
"76","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&pageNumber=76&sortBy=recent","Great! My son loves it!","5.0 out of 5 stars"
"24","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&sortBy=recent","Be careful who u order this phone from h2o, suppliers are China n have sound restrictions on there phones, cant turn off or mute shutter for camera.","1.0 out of 5 stars"
"31","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&sortBy=recent","It's not unlocked","1.0 out of 5 stars"
"68","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&pageNumber=68&sortBy=recent","yesteday I had to pay nearly 300usd because my phone just blackout, I went to the apple repair shop and the reason was a defective circuit related to the power button, it's important that all phones sells from you have the proper quality to avoid these kind of situation","2.0 out of 5 stars"
"79","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&sortBy=recent","Perfect","5.0 out of 5 stars"
"80","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_80?ie=UTF8&pageNumber=80&sortBy=recent","It's a LOUSY PHONE.
It may have a beautiful display and all kinds of connectivity and bells and whistles - BUT as a PHONE - it's just bad - really bad.
I have worked with many realtors who use these iphones and they all sound like crap.  When possible, I usually wind up asking them to call me back FROM a land line. When they do, I can hear them perfectly whether I am on my Motorola flip phone, my wife's cheapo Samsung cell phone or our hard-wired ATT land line.
Really, it may be a really expensive hand held computer that does all kinds of tricks, but as phone to TALK to other people, it cannot even match the quality of cell phones I had 15 years ago.","1.0 out of 5 stars"
"29","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&sortBy=recent","GREAT","5.0 out of 5 stars"
"133","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_133?ie=UTF8&pageNumber=133&sortBy=recent","Expensive but amazing.","4.0 out of 5 stars"
"30","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&sortBy=recent","iPhone works great and looked new but I ordered silver and instead received space grey. It wasn't worth returning but not the prod t I ordered instead o the white iPhone I was excited for I received a black one.","2.0 out of 5 stars"
"79","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&sortBy=recent","Fine!!","5.0 out of 5 stars"
"","","Apple gets your money and then they don't stand behind their product.  They charge top dollar. When you have a problem you find it hard to get support and additional fees. The products are disowned to be fragile. So they break and you end up continually replacing and paying and paying

Buy a galaxy. Much more rugged. Half the price and better product","1.0 out of 5 stars"
"76","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&pageNumber=76&sortBy=recent","Excelente producto","5.0 out of 5 stars"
"13","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&sortBy=recent","Excellent","5.0 out of 5 stars"
"134","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&pageNumber=134&sortBy=recent","Everything as expected. Recommend it","4.0 out of 5 stars"
"133","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_133?ie=UTF8&pageNumber=133&sortBy=recent","Best Phone ever!!!","5.0 out of 5 stars"
"106","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_106?ie=UTF8&pageNumber=106&sortBy=recent","exactly as expected","5.0 out of 5 stars"
"39","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&sortBy=recent","The son is very happy with his new toy, works perfect.","5.0 out of 5 stars"
"128","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&pageNumber=128&sortBy=recent","This phone will serve its purposes but it just might be the last Apple product I buy.

After unboxing my phone and running through the normal procedure of getting my info into it, I noticed the screen made a popping noise. I could literally push the screen in about a millimeter.

I scheduled an appointment with Apple and they took a look at it with their team of geniuses and concluded that it was within normal operation. I told them that having a loose screen is a bad design and the guy actually scoffs at me, and says, ""for what? A mere millimeter of movement?""

So, come to find out, this is a known issue and it will not be resolved any time soon. It's considered ""normal"". Go ahead and Google loose screen iphone 6. I'm not the first and won't be the last. I've always been an apple user but I seriously think that the company has peaked and is on its way to being mediocre at best.","2.0 out of 5 stars"
"55","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&sortBy=recent","The product was delivered on time. The product was well described. I am more than pleased. I was expecting something to be wrong but everything was great.","5.0 out of 5 stars"
"82","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&sortBy=recent","Like it a lot.","5.0 out of 5 stars"
"128","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&pageNumber=128&sortBy=recent","I have been using iPhones for 4 years, and I have to say that this latest version is much faster than iPhone 5s. Though, it has some issues related to the new iOS (i.e Alarm won't go off, some app does not work on it) and design flaws. The curved corners seems to be nice, but if you look at them closely, you will see they were not able to make the corner as clear as other parts of the iphone, Kind of messy work there for a company like Apple. Other than than, I feel they kind of copied Samsung Galaxy S3 phone lock/turn on/off button. Other than this, iPhone 6 is still much better than the Galaxy phones or any android based smartphones I have tried.","4.0 out of 5 stars"
"80","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_80?ie=UTF8&pageNumber=80&sortBy=recent","Phone is wider than I had expected.","4.0 out of 5 stars"
"7","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","Really love the phone. Tried to switch to LG Android P 710 phone, but it didn't work.
Nice retina display, the only thing I would like to have in my next upgrade iPhone - bigger memory.
16 gb is not enough for what that phone can do.
But would highly recommend it to anyone.","4.0 out of 5 stars"
"29","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&sortBy=recent","It came new as requested and exactly what I wanted. I have no problems at all.","5.0 out of 5 stars"
"115","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&pageNumber=115&sortBy=recent","The description said you could use it with version wireless but they said it can only be used with T-Mobile and sprint so the description was false but other than that it's a great buy. I love my iPhone","4.0 out of 5 stars"
"109","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&pageNumber=109&sortBy=recent","No 4G ,its i need my money .wtf !!","1.0 out of 5 stars"
"5","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&sortBy=recent","Al great with it","5.0 out of 5 stars"
"56","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&sortBy=recent","excellent product, excellent service","5.0 out of 5 stars"
"36","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","Great phone, best battery life I have ever had with an iphone","5.0 out of 5 stars"
